,Unnamed: 0,Unnamed: 0.1,id,question,desired_answer,student_answer,score_me,score_other,score_avg,t5_score_sowe,t5_score_mowe,t5_small_score_sowe,t5_small_score_mowe,t5_base_score_mowe
14,14,14,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A prototype program provides a basic groundwork from which to further enhance and improve a solution to a problem.,2.0,2.0,2.0,0.6735730767250061,0.6735730171203613,0.6453898549079895,0.6453899741172789,0.5801994800567627
15,15,15,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"A prototype program is a part of the Specification phase of Software Problem Solvin.  It's employed to illustrate how the key problem or problems will be solved in a program, and sometimes serves as a base program to expand upon.",4.0,5.0,4.5,0.7363892793655396,0.7363892793655396,0.6776133179664612,0.677613377571106,0.6403830647468567
16,16,16,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,Program that simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.8372663855552673,0.8372664451599121,0.8004100918769836,0.8004100918769836,0.8491663336753845
17,17,17,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it provides a limited proof of concept to verify with the client before actually programming the whole application.,2.0,2.0,2.0,0.6829904913902283,0.6829905509948729,0.7389387488365173,0.7389386296272278,0.6514716148376465
18,18,18,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,It tests the main function of the program while leaving out the finer details.,2.0,2.0,2.0,0.5787625908851624,0.5787625908851624,0.7028577327728271,0.7028577923774719,0.5564495921134949
19,19,19,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To get early feedback from users in early stages of development.  To show users a first idea of what the program will do/look like.  To make sure the program will meet requirements before intense programming begins.,3.0,2.0,2.5,0.6684492826461792,0.6684492826461792,0.7193268537521362,0.7193268537521362,0.6200882792472839
20,20,20,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.8122072815895081,0.8122073411941528,0.8151453137397766,0.8151453137397766,0.8229240775108337
21,21,21,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,It simulates the behavior of portions of the desired software product.,5.0,5.0,5.0,0.9180689454078674,0.9180689454078674,0.8947296738624573,0.894729733467102,0.8925108909606934
22,22,22,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A prototype program is used in problem solving to collect data for the problem.,1.0,2.0,1.5,0.6544737219810486,0.6544737219810486,0.6499294638633728,0.6499294638633728,0.5403966903686523
23,23,23,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To ease the understanding of problem under discussion and to ease the understanding of the program itself,2.0,3.0,2.5,0.5645460486412048,0.5645460486412048,0.6202411055564879,0.6202410459518433,0.5178171992301941
24,24,24,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.8122072815895081,0.8122073411941528,0.8151453137397766,0.8151453137397766,0.8229240775108337
25,25,25,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,The role of a prototype program is to help spot key problems that may arise during the actual programing.,2.0,2.0,2.0,0.7560905218124391,0.7560905218124391,0.6833000183105469,0.6833000779151917,0.58818519115448
26,26,26,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"the prototype program gives a general idea of what the end product will do,   without the time and effort to write out the entire program.",4.0,2.0,3.0,0.6937896609306335,0.6937897205352783,0.6792739629745483,0.6792739033699036,0.5843079686164856
27,27,27,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,to show that a certain part of the program works as it is supposed to,4.0,2.0,3.0,0.6113790273666382,0.611379086971283,0.5934680104255676,0.5934681296348572,0.5657248497009277
28,28,28,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"Prototype programming is an approach to programming that enables one to take an organized approach to developing an effective program with minimal errors and a strategic pattern when solving a problem. i.e. book gave an example of a costumer withdrawing money from a bank, the approach that was taking on a pseudo code level during the OOA/Design lvl before proceeding into creating a solution. ",3.0,2.0,2.5,0.6743151545524597,0.6743151545524597,0.6958460807800293,0.6958460807800293,0.6217313408851624
29,29,29,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining and possibly the design if the testing phase reveals problems in the design. Production can be affected if the program is unworkable in its current form which will lead to a later production time than originally estimated. Also affects coding because after testing you may need to rewrite the code for the program to remove errors.,5.0,2.0,3.5,0.561347246170044,0.5613473653793335,0.7064222097396851,0.7064221501350403,0.5607975721359253
30,30,30,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),The implementation phase and the maintenance phase are effected,3.0,5.0,4.0,0.6912511587142944,0.6912511587142944,0.6934201121330261,0.6934201121330261,0.6214945316314697
31,31,31,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Verification, coding, refining the solution and maintenance are all influenced by the testing stage.",4.0,5.0,4.5,0.6649561524391174,0.6649560928344727,0.7837966680526733,0.7837965488433838,0.6767057776451111
32,32,32,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"In RUP the stages in the software life cycle are influenced by the testing stage is:  Elaboration phase- refined progject vision, iterative devilopment of core system, development of system requirements, more accurate time and cost estimates.  Construction phase- iterative development of remaining system.  Transition phase-testing and deployment of the system.",2.0,4.0,3.0,0.6868864893913269,0.6868864893913269,0.7728343009948729,0.7728344202041626,0.7322705388069153
33,33,33,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining the solution, Production and Maintenance are all influenced by the Testing stage. ",3.0,3.0,3.0,0.6139140725135803,0.6139139533042908,0.7294862866401672,0.7294861674308777,0.5555668473243713
34,34,34,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, Construction, and Transition are all affected by testing",2.0,2.0,2.0,0.6375585794448853,0.6375586986541748,0.7267883419990541,0.7267882823944092,0.6639387607574463
35,35,35,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining, Production, Maintenance",3.0,4.0,3.5,0.5361282825469971,0.5361283421516418,0.6778789758682251,0.6778789758682251,0.5753759741783142
36,36,36,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining the solution,3.0,5.0,4.0,0.4485607147216797,0.4485607147216797,0.6027401089668274,0.6027400493621826,0.4583692252635956
37,37,37,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),#NAME?,3.0,1.0,2.0,0.31819096207618713,0.31819096207618713,0.39182376861572266,0.39182373881340027,0.28881195187568665
38,38,38,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining and Coding,5.0,5.0,5.0,0.5165390372276306,0.5165390968322754,0.5985490083694458,0.5985490083694458,0.450716108083725
39,39,39,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The second half of the Elaboration phase, Construction phase, and the Transition phase. ",2.0,3.0,2.5,0.7351730465888977,0.7351730465888977,0.7895834445953369,0.7895833849906921,0.766614556312561
40,40,40,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The refining step, the production step, and the maintenance stage.  ",3.0,4.0,3.5,0.6507236361503601,0.6507236361503601,0.7929868102073669,0.7929867506027222,0.69563227891922
41,41,41,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, Construction, Transition",2.0,2.0,2.0,0.587519109249115,0.5875189900398254,0.7150858640670776,0.7150859832763672,0.654041051864624
42,42,42,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining.,3.0,3.0,3.0,0.5004047155380249,0.5004047751426697,0.6324235796928406,0.6324235200881958,0.44668060541152954
43,43,43,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",2.0,1.0,1.5,0.6950295567512512,0.695029616355896,0.7881922125816345,0.7881922125816345,0.6622539162635803
44,44,44,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Directly: Refining, coding.  Because Refining is right before the Testing Phase and Coding is right after the Testing Phase.  Indirectly: Production, Maintenance.  Because Refining occurs before these last two stages in the Software Life Cycle.",5.0,5.0,5.0,0.5703462958335876,0.5703463554382324,0.7413482666015625,0.7413482666015625,0.6639848947525024
45,45,45,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Testing, refining, production, and maintenance.",3.0,4.0,3.5,0.6107310652732849,0.6107310056686401,0.7047234773635864,0.7047234177589417,0.6004513502120972
46,46,46,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Depending on how the work is done, Testing is spread throughout the  process as to prevent errors from showing up later on due to lack of foresight. ",2.0,1.0,1.5,0.5375639796257019,0.5375640392303467,0.6610785722732544,0.6610785126686096,0.5123251080513
47,47,47,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, construction, and transition.",2.0,3.0,2.5,0.6412006020545961,0.6412006020545961,0.7401831150054932,0.7401831150054932,0.6541404128074646
48,48,48,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2.0,1.0,1.5,0.6261630654335022,0.6261630654335022,0.7394543290138245,0.7394542694091797,0.5976779460906982
49,49,49,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining, production, and maintenance",3.0,3.0,3.0,0.5840024352073669,0.5840024352073669,0.6960852742195129,0.6960852742195129,0.5755347609519958
50,50,50,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding and refining,5.0,5.0,5.0,0.5633990168571472,0.5633990168571472,0.6566908955574036,0.6566908359527588,0.5224754810333252
51,51,51,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance.",3.0,4.0,3.5,0.6081134676933289,0.6081135869026184,0.7157163023948669,0.7157161831855774,0.562501847743988
52,52,52,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Removing logical errors, testing for valid data, random data and actual data.",2.0,0.0,1.0,0.6415659785270691,0.6415659785270691,0.7287457585334778,0.7287456393241882,0.5810124278068542
53,53,53,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),1- specification 2- design 3- risk analysis 4- verification 5- coding 6- testing 7- refining 8- production 9- maintenance,1.0,4.0,2.5,0.6239722371101379,0.6239722967147827,0.7220459580421448,0.7220458984375,0.5939754247665405
54,54,54,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining stage, Production stage, and Maintenance stage.  ",3.0,4.0,3.5,0.5852575302124023,0.5852575898170471,0.7188789248466492,0.7188789844512941,0.5694695115089417
55,55,55,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Testing could affect all parts of the life cycle; it could make you go back   to specification if it does not test well.,2.0,2.0,2.0,0.569381833076477,0.5693818926811218,0.6705364584922789,0.6705365180969238,0.5381654500961304
56,56,56,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding,3.0,3.0,3.0,0.21848776936531067,0.21848776936531067,0.535577654838562,0.535577654838562,0.3126387894153595
57,57,57,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The Individual components and steps such as  analysis, design, and implementing code  as well as the entire system are tested for execution of the requirements identified during the analysis stage. i.e. Main output ",1.0,2.0,1.5,0.6553394198417664,0.6553394198417664,0.7251726984977722,0.7251726388931274,0.6874774694442749
58,58,58,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. ALso allows you to use inheritance and polymorphism.",4.0,5.0,4.5,0.5221333503723145,0.5221334099769592,0.5197932720184326,0.5197933316230774,0.4399580955505371
59,59,59,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"This type of programming is more flexible, making it easier to add and modify the program.  It is also a type of a fail safe program, you check each individual module.  This eliminates redundant code and makes the program easier to read for other programmers.  When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program.",5.0,5.0,5.0,0.5197145342826843,0.5197145938873291,0.5110905766487122,0.5110905766487122,0.36474189162254333
60,60,60,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The main advantages to object-oriented programming are that existing classes can be reused and program maintenance and verification are easier.,3.0,4.0,3.5,0.6917709708213806,0.6917709708213806,0.6695837378501892,0.669583797454834,0.49128949642181396
61,61,61,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The advantages is that OOP allows us to build classes of objects.  Three principles that make up OOP are:  Encapsulation- Objects combine data and operations.  Inheritance- Classes can inherit properties from other classes.  Polymorphism- Objects can determine appropriate operations at execution time.,2.0,3.0,2.5,0.5661627650260925,0.5661627054214478,0.5464574098587036,0.5464575290679932,0.4321928322315216
62,62,62,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Some advantages are existing classes can be reused and program maintenance and verification are easier to accomplish.,3.0,4.0,3.5,0.6454474925994873,0.6454474329948425,0.6453428268432617,0.6453428864479065,0.5124213099479675
63,63,63,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,1.0,1.0,1.0,0.5878318548202515,0.5878318548202515,0.5541618466377258,0.5541618466377258,0.39905881881713867
64,64,64,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Reusable components, Extensibility, Maintainability, it reduces large problems into smaller more manageable problems.",4.0,4.0,4.0,0.6732720732688904,0.6732721328735352,0.6965088248252869,0.6965088844299316,0.6070155501365662
65,65,65,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation-objects combine data and operations Inheritance- classes can inherit properties from other classes Polymorphism- Objects can determine appropriate operations at execution time,2.0,3.0,2.5,0.5430562496185303,0.5430562496185303,0.5126163363456726,0.5126163363456726,0.4472070038318634
66,66,66,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,#NAME?,3.0,3.0,3.0,0.31819096207618713,0.31819096207618713,0.39182376861572266,0.39182373881340027,0.28881195187568665
67,67,67,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Re-usability  and ease of maintenance,3.0,5.0,4.0,0.6123534440994263,0.612353503704071,0.7637578248977661,0.7637578845024109,0.5661174654960632
68,68,68,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"One of the main advantages is you can hide inner details a technique known by encapsulation. Objects combine the data and operations but you cannot see how it works.   Another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   Finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism. ",5.0,5.0,5.0,0.5140953063964844,0.5140953063964844,0.5410243272781372,0.5410243868827821,0.4717599153518677
69,69,69,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, and program maintenance and verification are easier.",3.0,4.0,3.5,0.6985684633255005,0.6985684633255005,0.7231150269508362,0.7231151461601257,0.5577539205551147
70,70,70,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Using different modules allows for easier debugging,2.0,2.0,2.0,0.5205959081649779,0.5205959081649779,0.4988721907138825,0.4988722205162048,0.37203696370124817
71,71,71,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Data encapsulation concept,the use of functions or methods to manipulate data.",3.0,4.0,3.5,0.7018724679946899,0.7018724679946899,0.6605657339096069,0.6605657935142517,0.4902229309082031
72,72,72,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",5.0,4.0,4.5,0.7296790480613708,0.7296790480613708,0.6055495142936707,0.6055495738983154,0.5418252348899841
73,73,73,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Coding and Debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.  The code itself also looks more organized and is easier to read and will help to avoid redundant coding.  Post-programming maintenance is also easier.  Also, modules can be reused several times in other programs without too much hassle.   Abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.  Many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",5.0,5.0,5.0,0.5186870098114014,0.5186870694160461,0.5336002111434937,0.5336002707481384,0.4122315049171448
74,74,74,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Variables can remain private. The code is easily modified and reusable, as well as easily implemented. Not to mention easier to read and follow along as an observer.",4.0,5.0,4.5,0.6362797021865845,0.6362797617912292,0.6233064532279968,0.6233065128326416,0.4675964415073395
75,75,75,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Data Abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,3.0,4.0,3.5,0.6948713064193726,0.6948712468147278,0.713070273399353,0.7130703330039978,0.586080014705658
76,76,76,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation - Objects use operations without knowing how the operation works. Inheritance - cuts redundancy by reusing earlier classes. Polymorphism - objects select the correct operation to use in the situation.,5.0,3.0,4.0,0.5932584404945374,0.5932584404945374,0.6283223032951355,0.6283223628997803,0.5276552438735962
77,77,77,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",5.0,4.0,4.5,0.5322552919387817,0.5322552919387817,0.5424084067344666,0.5424084067344666,0.3964218497276306
78,78,78,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, Program maintenance and verification are easier ",3.0,4.0,3.5,0.6679274439811707,0.6679275035858154,0.6802154183387756,0.6802154779434204,0.5228462219238281
79,79,79,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be feused, Program maintenance and verification are easier",3.0,4.0,3.5,0.6645662784576416,0.6645662784576416,0.6575819849967957,0.6575819849967957,0.4876517951488495
80,80,80,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",5.0,5.0,5.0,0.7414819002151489,0.7414820194244385,0.7637867927551271,0.7637868523597717,0.6487961411476135
81,81,81,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Existing classes can be reused Program maintenance and verifications are easy,3.0,5.0,4.0,0.5989518165588379,0.5989517569541931,0.5616739392280579,0.5616739392280579,0.5001641511917114
82,82,82,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,1- Existing classes can be reused 2- Program maintenance and verification are easier,3.0,4.0,3.5,0.553151547908783,0.553151547908783,0.6040131449699402,0.604013204574585,0.4257879853248596
83,83,83,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Information can be hidden. It is easier to debug. Programming is easier and more manageable.,3.0,4.0,3.5,0.606569766998291,0.606569766998291,0.6345652341842651,0.6345652341842651,0.4966091513633728
84,84,84,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, program maintenance and verification are   easier.",3.0,4.0,3.5,0.6985684633255005,0.6985684633255005,0.7231150269508362,0.7231151461601257,0.5577539205551147
85,85,85,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,existing classes can be reused program maintenance and verification are easier,3.0,4.0,3.5,0.5637228488922119,0.5637227892875671,0.5817769765853882,0.581777036190033,0.4043210446834564
86,86,86,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object. As well as Inheritance where each subclass inherits all variables and methods of its super class.  Example in the book included obj clock and how obj alarm would still use clock from the first class. ",3.0,4.0,3.5,0.48342111706733704,0.4834211468696594,0.5292655825614929,0.5292655825614929,0.40488314628601074
87,87,87,1.4,Where do C++ programs begin to execute?,At the main function.,At function ‘int main ()’,5.0,5.0,5.0,0.6041632294654846,0.6041632294654846,0.6863449215888977,0.6863449215888977,0.660495936870575
88,88,88,1.4,Where do C++ programs begin to execute?,At the main function.,the Function main().,5.0,5.0,5.0,0.5877001285552979,0.5877001881599426,0.7440908551216125,0.7440908551216125,0.718996524810791
89,89,89,1.4,Where do C++ programs begin to execute?,At the main function.,c++ programs begin to execute in the main method.,5.0,5.0,5.0,0.5831342339515686,0.5831342935562134,0.6853125095367432,0.6853125095367432,0.6123124957084656
90,90,90,1.4,Where do C++ programs begin to execute?,At the main function.,A C++ program will begin to execute at the main() function.,5.0,5.0,5.0,0.7024938464164734,0.7024938464164734,0.7447962760925293,0.7447962164878845,0.6802523732185364
91,91,91,1.4,Where do C++ programs begin to execute?,At the main function.,They begin in the main() function.,5.0,5.0,5.0,0.665694534778595,0.6656946539878845,0.7359711527824402,0.7359710931777954,0.6618828773498535
92,92,92,1.4,Where do C++ programs begin to execute?,At the main function.,Int main(),5.0,5.0,5.0,0.5955262184143066,0.5955262780189514,0.702692449092865,0.702692449092865,0.6105372905731201
93,93,93,1.4,Where do C++ programs begin to execute?,At the main function.,main method,5.0,5.0,5.0,0.4667511880397797,0.4667511582374573,0.5619521141052246,0.5619521141052246,0.3037543296813965
94,94,94,1.4,Where do C++ programs begin to execute?,At the main function.,in the testing phase,0.0,0.0,0.0,0.3376741111278534,0.3376741111278534,0.4181922674179077,0.4181922674179077,0.26582464575767517
95,95,95,1.4,Where do C++ programs begin to execute?,At the main function.,#NAME?,5.0,5.0,5.0,0.31819096207618713,0.31819096207618713,0.39182376861572266,0.39182373881340027,0.28881195187568665
96,96,96,1.4,Where do C++ programs begin to execute?,At the main function.,main,5.0,5.0,5.0,0.3964166939258576,0.3964166939258576,0.5715691447257996,0.5715692043304443,0.2383827120065689
