,id,question,desired_answer,student_answer,score_me,score_other,score_avg,t5_score_sowe,t5_score_mowe
42,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining.,3.0,3.0,3.0,0.5004047155380249,0.5004047751426697
43,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",2.0,1.0,1.5,0.6950295567512512,0.695029616355896
44,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Directly: Refining, coding.  Because Refining is right before the Testing Phase and Coding is right after the Testing Phase.  Indirectly: Production, Maintenance.  Because Refining occurs before these last two stages in the Software Life Cycle.",5.0,5.0,5.0,0.5703462958335876,0.5703463554382324
45,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Testing, refining, production, and maintenance.",3.0,4.0,3.5,0.6107310652732849,0.6107310056686401
46,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Depending on how the work is done, Testing is spread throughout the  process as to prevent errors from showing up later on due to lack of foresight. ",2.0,1.0,1.5,0.5375639796257019,0.5375640392303467
47,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, construction, and transition.",2.0,3.0,2.5,0.641200602054596,0.641200602054596
48,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2.0,1.0,1.5,0.6261630654335022,0.6261630654335022
49,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining, production, and maintenance",3.0,3.0,3.0,0.5840024352073669,0.5840024352073669
50,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding and refining,5.0,5.0,5.0,0.5633990168571472,0.5633990168571472
51,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance.",3.0,4.0,3.5,0.6081134676933289,0.6081135869026184
52,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Removing logical errors, testing for valid data, random data and actual data.",2.0,0.0,1.0,0.6415659785270691,0.6415659785270691
53,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),1- specification 2- design 3- risk analysis 4- verification 5- coding 6- testing 7- refining 8- production 9- maintenance,1.0,4.0,2.5,0.6239722371101379,0.6239722967147827
54,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining stage, Production stage, and Maintenance stage.  ",3.0,4.0,3.5,0.5852575302124023,0.5852575898170471
55,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Testing could affect all parts of the life cycle; it could make you go back   to specification if it does not test well.,2.0,2.0,2.0,0.569381833076477,0.5693818926811218
56,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding,3.0,3.0,3.0,0.21848776936531067,0.21848776936531067
57,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The Individual components and steps such as  analysis, design, and implementing code  as well as the entire system are tested for execution of the requirements identified during the analysis stage. i.e. Main output ",1.0,2.0,1.5,0.6553394198417664,0.6553394198417664
58,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. ALso allows you to use inheritance and polymorphism.",4.0,5.0,4.5,0.5221333503723145,0.5221334099769592
59,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"This type of programming is more flexible, making it easier to add and modify the program.  It is also a type of a fail safe program, you check each individual module.  This eliminates redundant code and makes the program easier to read for other programmers.  When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program.",5.0,5.0,5.0,0.5197145342826843,0.5197145938873291
60,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The main advantages to object-oriented programming are that existing classes can be reused and program maintenance and verification are easier.,3.0,4.0,3.5,0.6917709708213806,0.6917709708213806
61,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The advantages is that OOP allows us to build classes of objects.  Three principles that make up OOP are:  Encapsulation- Objects combine data and operations.  Inheritance- Classes can inherit properties from other classes.  Polymorphism- Objects can determine appropriate operations at execution time.,2.0,3.0,2.5,0.5661627650260925,0.5661627054214478
62,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Some advantages are existing classes can be reused and program maintenance and verification are easier to accomplish.,3.0,4.0,3.5,0.6454474925994873,0.6454474329948425
63,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,1.0,1.0,1.0,0.5878318548202515,0.5878318548202515
64,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Reusable components, Extensibility, Maintainability, it reduces large problems into smaller more manageable problems.",4.0,4.0,4.0,0.6732720732688904,0.6732721328735352
65,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation-objects combine data and operations Inheritance- classes can inherit properties from other classes Polymorphism- Objects can determine appropriate operations at execution time,2.0,3.0,2.5,0.5430562496185303,0.5430562496185303
66,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,#NAME?,3.0,3.0,3.0,0.31819096207618713,0.31819096207618713
67,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Re-usability  and ease of maintenance,3.0,5.0,4.0,0.6123534440994263,0.612353503704071
68,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"One of the main advantages is you can hide inner details a technique known by encapsulation. Objects combine the data and operations but you cannot see how it works.   Another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   Finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism. ",5.0,5.0,5.0,0.5140953063964844,0.5140953063964844
69,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, and program maintenance and verification are easier.",3.0,4.0,3.5,0.6985684633255005,0.6985684633255005
70,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Using different modules allows for easier debugging,2.0,2.0,2.0,0.520595908164978,0.520595908164978
71,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Data encapsulation concept,the use of functions or methods to manipulate data.",3.0,4.0,3.5,0.7018724679946899,0.7018724679946899
72,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",5.0,4.0,4.5,0.7296790480613708,0.7296790480613708
73,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Coding and Debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.  The code itself also looks more organized and is easier to read and will help to avoid redundant coding.  Post-programming maintenance is also easier.  Also, modules can be reused several times in other programs without too much hassle.   Abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.  Many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",5.0,5.0,5.0,0.5186870098114014,0.5186870694160461
74,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Variables can remain private. The code is easily modified and reusable, as well as easily implemented. Not to mention easier to read and follow along as an observer.",4.0,5.0,4.5,0.6362797021865845,0.6362797617912292
75,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Data Abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,3.0,4.0,3.5,0.6948713064193726,0.6948712468147278
76,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation - Objects use operations without knowing how the operation works. Inheritance - cuts redundancy by reusing earlier classes. Polymorphism - objects select the correct operation to use in the situation.,5.0,3.0,4.0,0.5932584404945374,0.5932584404945374
77,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",5.0,4.0,4.5,0.5322552919387817,0.5322552919387817
78,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, Program maintenance and verification are easier ",3.0,4.0,3.5,0.6679274439811707,0.6679275035858154
79,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be feused, Program maintenance and verification are easier",3.0,4.0,3.5,0.6645662784576416,0.6645662784576416
80,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",5.0,5.0,5.0,0.7414819002151489,0.7414820194244385
81,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Existing classes can be reused Program maintenance and verifications are easy,3.0,5.0,4.0,0.5989518165588379,0.5989517569541931
82,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,1- Existing classes can be reused 2- Program maintenance and verification are easier,3.0,4.0,3.5,0.553151547908783,0.553151547908783
83,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Information can be hidden. It is easier to debug. Programming is easier and more manageable.,3.0,4.0,3.5,0.606569766998291,0.606569766998291
84,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, program maintenance and verification are   easier.",3.0,4.0,3.5,0.6985684633255005,0.6985684633255005
85,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,existing classes can be reused program maintenance and verification are easier,3.0,4.0,3.5,0.5637228488922119,0.5637227892875671
86,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object. As well as Inheritance where each subclass inherits all variables and methods of its super class.  Example in the book included obj clock and how obj alarm would still use clock from the first class. ",3.0,4.0,3.5,0.48342111706733704,0.4834211468696594
87,1.4,Where do C++ programs begin to execute?,At the main function.,At function ‘int main ()’,5.0,5.0,5.0,0.6041632294654846,0.6041632294654846
88,1.4,Where do C++ programs begin to execute?,At the main function.,the Function main().,5.0,5.0,5.0,0.5877001285552979,0.5877001881599426
89,1.4,Where do C++ programs begin to execute?,At the main function.,c++ programs begin to execute in the main method.,5.0,5.0,5.0,0.5831342339515686,0.5831342935562134
90,1.4,Where do C++ programs begin to execute?,At the main function.,A C++ program will begin to execute at the main() function.,5.0,5.0,5.0,0.7024938464164734,0.7024938464164734
91,1.4,Where do C++ programs begin to execute?,At the main function.,They begin in the main() function.,5.0,5.0,5.0,0.665694534778595,0.6656946539878845
92,1.4,Where do C++ programs begin to execute?,At the main function.,Int main(),5.0,5.0,5.0,0.5955262184143066,0.5955262780189514
93,1.4,Where do C++ programs begin to execute?,At the main function.,main method,5.0,5.0,5.0,0.46675118803977966,0.4667511582374573
94,1.4,Where do C++ programs begin to execute?,At the main function.,in the testing phase,0.0,0.0,0.0,0.3376741111278534,0.3376741111278534
95,1.4,Where do C++ programs begin to execute?,At the main function.,#NAME?,5.0,5.0,5.0,0.31819096207618713,0.31819096207618713
96,1.4,Where do C++ programs begin to execute?,At the main function.,main,5.0,5.0,5.0,0.39641669392585754,0.39641669392585754
97,1.4,Where do C++ programs begin to execute?,At the main function.,They begin to execute at the funcion main().,5.0,5.0,5.0,0.6957847476005554,0.6957847476005554
98,1.4,Where do C++ programs begin to execute?,At the main function.,The main method.,5.0,5.0,5.0,0.7803201675415039,0.7803202867507935
99,1.4,Where do C++ programs begin to execute?,At the main function.,At the root,0.0,5.0,2.5,0.5222752094268799,0.5222752690315247
100,1.4,Where do C++ programs begin to execute?,At the main function.,In the main() function.,5.0,5.0,5.0,0.7813760042190552,0.7813758850097656
101,1.4,Where do C++ programs begin to execute?,At the main function.,C++ programs begin execution at main.,5.0,5.0,5.0,0.64317786693573,0.6431779265403748
102,1.4,Where do C++ programs begin to execute?,At the main function.,In the Main function..?,5.0,5.0,5.0,0.7653099894523621,0.7653099298477173
103,1.4,Where do C++ programs begin to execute?,At the main function.,"At the ""main()"" function",5.0,5.0,5.0,0.6112719774246216,0.6112719774246216
104,1.4,Where do C++ programs begin to execute?,At the main function.,The main function.,5.0,5.0,5.0,0.8151822686195374,0.8151822686195374
105,1.4,Where do C++ programs begin to execute?,At the main function.,The function main,5.0,5.0,5.0,0.5739898681640625,0.5739898085594177
106,1.4,Where do C++ programs begin to execute?,At the main function.,"After loading the required include statements and libraries, the main method begins the execution.",5.0,5.0,5.0,0.5501353144645691,0.5501353144645691
107,1.4,Where do C++ programs begin to execute?,At the main function.,main function,5.0,5.0,5.0,0.5143868923187256,0.5143869519233704
108,1.4,Where do C++ programs begin to execute?,At the main function.,main,5.0,5.0,5.0,0.39641669392585754,0.39641669392585754
109,1.4,Where do C++ programs begin to execute?,At the main function.,C++ programs begin execution at the main function.,5.0,5.0,5.0,0.6575639247894287,0.6575638651847839
110,1.4,Where do C++ programs begin to execute?,At the main function.,At main,5.0,5.0,5.0,0.5130456686019897,0.5130457282066345
111,1.4,Where do C++ programs begin to execute?,At the main function.,they beging to excute at main,5.0,5.0,5.0,0.46336910128593445,0.4633690416812897
112,1.4,Where do C++ programs begin to execute?,At the main function.,at the main function  int main() {},5.0,5.0,5.0,0.47048595547676086,0.47048595547676086
113,1.4,Where do C++ programs begin to execute?,At the main function.,C++ programs begin execution at the main function.,5.0,5.0,5.0,0.6575639247894287,0.6575638651847839
114,1.4,Where do C++ programs begin to execute?,At the main function.,"in the ""main"" function",5.0,5.0,5.0,0.55356365442276,0.55356365442276
115,1.4,Where do C++ programs begin to execute?,At the main function.,Within the main function,5.0,5.0,5.0,0.6805024743080139,0.6805025935173035
116,1.5,What is a variable?,A location in memory that can store a value.,Variable can be a integer or a string in a program.,1.0,3.0,2.0,0.7359457612037659,0.7359457612037659
117,1.5,What is a variable?,A location in memory that can store a value.,"In programming, a structure that holds data and is uniquely named by the programmer. It holds the data assigned to it until a new value is assigned or the program is finished. ",4.0,5.0,4.5,0.6908255219459534,0.6908254027366638
118,1.5,What is a variable?,A location in memory that can store a value.,A variable is a location in memory where a value can be stored.,5.0,5.0,5.0,0.9363100528717041,0.9363100528717041
119,1.5,What is a variable?,A location in memory that can store a value.," Variable is a location in the computer's memory, in which a value can be stored and later can retrieve that value.",5.0,5.0,5.0,0.8151785135269165,0.8151785731315613
120,1.5,What is a variable?,A location in memory that can store a value.,"A variable is a location in the computer's memory where a value can be stored for use by a program. Each variable has a name, a value, a type and a size.",5.0,5.0,5.0,0.7876694202423096,0.7876695394515991
121,1.5,What is a variable?,A location in memory that can store a value.,A named object that can hold a numerical or letter value,2.0,5.0,3.5,0.673886775970459,0.673886775970459
122,1.5,What is a variable?,A location in memory that can store a value.,"It's a sybol or name for a value/number. Example: 'a_used_number' can stand for any given number, and the programmer can refer to that number by using the variable name.",3.0,5.0,4.0,0.6587414741516113,0.6587415337562561
123,1.5,What is a variable?,A location in memory that can store a value.,A variable is a location in the computers memory where a value can be stored for use by a program,5.0,5.0,5.0,0.7798448204994202,0.7798449397087097
124,1.5,What is a variable?,A location in memory that can store a value.,#NAME?,3.0,5.0,4.0,0.31819096207618713,0.31819096207618713
125,1.5,What is a variable?,A location in memory that can store a value.,a block of memory that holds a specific type of data,5.0,5.0,5.0,0.5979560613632202,0.5979560613632202
126,1.5,What is a variable?,A location in memory that can store a value.,It is a location in the computer's memory where it can be stored for use by a program.,5.0,5.0,5.0,0.7113444209098816,0.7113444209098816
127,1.5,What is a variable?,A location in memory that can store a value.,A location in memory where value can be stored.,5.0,5.0,5.0,0.9363100528717041,0.9363100528717041
128,1.5,What is a variable?,A location in memory that can store a value.,a value/word that can assume any of a set of values,3.0,3.0,3.0,0.6385176777839661,0.6385176777839661
129,1.5,What is a variable?,A location in memory that can store a value.,A pointer to a location in memory.,3.0,5.0,4.0,0.8979153633117676,0.8979153633117676
130,1.5,What is a variable?,A location in memory that can store a value.,"A variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",5.0,5.0,5.0,0.750809907913208,0.7508098483085632
131,1.5,What is a variable?,A location in memory that can store a value.,A variable is a value that is subject to change in a computer's memory that can be used by programs.  Programs can change the value of the variable and recall it later or act on it directly.,5.0,5.0,5.0,0.7200698256492615,0.7200698256492615
132,1.5,What is a variable?,A location in memory that can store a value.,a symbol that stands in for a value that may or may not change depending on the program.,3.0,5.0,4.0,0.663396418094635,0.6633964776992798
133,1.5,What is a variable?,A location in memory that can store a value.,"a placeholder to hold information used in the program... for example: int can hold: 1, 2, 3, 4, 68, 72, 256, etc. float can hold: 1.54, 55.55, 1.24, 5.657, 8.8123, et. char can hold: A, B, C, D, E, F, !, 4, 5, 6, P, etc. ",4.0,5.0,4.5,0.37090450525283813,0.37090450525283813
134,1.5,What is a variable?,A location in memory that can store a value.,a stored value used by the program,4.0,5.0,4.5,0.6040447950363159,0.6040447354316711
135,1.5,What is a variable?,A location in memory that can store a value.,"A way to store different values into the program, such as numbers, words, letters, etc.",4.0,5.0,4.5,0.6460156440734863,0.6460156440734863
136,1.5,What is a variable?,A location in memory that can store a value.,An object with a location in memory where value can be stored,2.0,5.0,3.5,0.7295505404472351,0.7295505404472351
137,1.5,What is a variable?,A location in memory that can store a value.,location in memory where a value can be stored,5.0,5.0,5.0,0.649776041507721,0.6497761011123657
